osm_id,name,address,lat,lng,category,opening_hours,floor_area_m2,employees,avg_rating,rating_source_count,price_range,popularity,total_tips,event_multiplier,revenue_proxy,insurable
448751013,The Sun,"16 Swanscombe Street, Dartford, DA10 0BG",51.4426378,0.3117353,pub,,,,,,£,,,1.2,1500,false
449207412,Old Tigers Head,"351 Lee High Road, London, SE12 8RU",51.4568581,0.0113057,pub,Mo-Th 12:00-23:00; Fr-Sa 12:00-24:00; Su 12:00-22:00,,,2.8,21,£,,,1.2,1680,true
449213965,Duke of Edinburgh,"394 Lee High Road, London, SE12 8RW",51.4567562,0.0093084,pub,Su 10:00-19:00; Tu-Th 12:00-20:00; Fr 12:00-21:00; Sa 10:00-21:00,,,1.55,10,£,,,1.2,930,true
452215462,The Leicester Arms,"44 Glasshouse Street, London",51.510566,-0.1376134,pub,,192,,,,£,,,1.2,1644,false
452433527,The Gunmakers,,51.5224993,-0.1104184,pub,,,,,,£,,,1.2,1500,false
454200832,Kings Arms,,51.3352487,0.0297436,pub,,115,,,,£,,,1.2,1586,false
456408662,Patrick's,"5 High Street, Beckenham, BR3 1AZ",51.4106029,-0.0247443,pub,,,,,,£,,,1.2,1500,false
458213711,Cressy Arms,"1 Hawley Road, Dartford, DA1 1NP",51.4346017,0.2156993,pub,,,,,,£,,,1.2,1500,false
459250820,Kings Head,"126 Blackstock Road, London, N4 2DR",51.5615953,-0.0998166,pub,Su-th 11:00-24:00; fr-sa 11:00-01:00,,,4,8,£,,,1.2,2400,true
459269359,The Clarence,"102 Stoke Newington Church Street, London, N16 0LA",51.5622912,-0.0789926,pub,Tu-Fr 09:30-18:00; Sa 09:00-17:00; Su 09:30-16:00,,,3,60,£,,,1.2,1800,true
459805640,Golden Fleece,,51.6176396,-0.0636349,pub,,,,,,£,,,1.2,1500,false
459819389,The Bill Nicholson,,51.6056756,-0.061585,pub,,,,,,£,,,1.2,1500,false
460531077,P.J. O'Connor's,"239 High Road, London",51.5982203,-0.1109739,pub,,,,,,£,,,1.2,1500,false
460668847,Mannions Prince Arthur,"158 Broad Lane, London, N15 4QJ",51.5847587,-0.0642382,pub,,,,3.45,8,£,,,1.2,2070,false
462025244,Barley Mow,"82 Duke Street, London",51.5129113,-0.1509087,pub,Mo-Fr 08:00-18:00; Sa-Su 09:00-18:00,,,3.7,31,£,,,1.2,2220,true
466926232,The Crown,,51.5111757,-0.1363142,pub,"Tu 17:00-23:00; We-Sa 12:00-15:00, 17:00-01:30; Su 12:00-20:00",,,,,£,,,1.2,1500,true
472446463,Hare and Hounds,,51.5687971,-0.0287631,pub,,,,,,£,,,1.2,1500,false
475257316,The Hanover Arms,"326 Kennington Park Road, London, SE11 4PP",51.4813791,-0.1130873,pub,,,,3.3,36,£,,,1.2,1980,false
475933772,The Castle,"34-35 Cowcross Street, London, EC1M 6DB",51.5202193,-0.1041739,pub,Mo-Su 10:00-23:00,,,3.1,71,£,,,1.2,1860,true
477938811,The Phoenix,"Alexandra Palace Way, London, N10 2QE",51.5933146,-0.131956,pub,Mo-Th 11:00-22:30; Fr-Sa 11:00-23:00; Su 11:00-22:30,30183,,,,£,,,1.2,24137,false
479625238,The Talma,,51.4307728,-0.065099,pub,,,,,,£,,,1.2,1500,false
479652529,The Fox & Hounds Pub,"150 Kirkdale, London, SE26 4BB",51.4309935,-0.0598895,pub,Su-Th 12:00-23:00; Fr-Sa 12:00-00:00,,,2.7,7,£,,,1.2,1620,true
480829681,The Mother Redcap,,51.5648097,-0.1329722,pub,,169,,,,£,,,1.2,1627,false
489280707,The Oak,"98 Richmond Road, Kingston upon Thames, KT2 5EN",51.4163692,-0.3012289,pub,,,,,,£,,,1.2,1500,false
489706578,The Mitre,"40 Holland Park Avenue, London, W11 3QY",51.5079559,-0.2034601,pub,Mo-Sa 12:00-22:00; Su 12:00-21:00,,,2.5,41,£,,,1.2,1500,true
489826802,Shepherds Tavern,"50 Hertford Street, London",51.5061405,-0.1477362,pub,,,,,,£,,,1.2,1500,false
491564007,The Beehive,"36 New North Road, London, N1 6TE",51.5318451,-0.0863304,pub,,,,2.5,7,£,,,1.2,1500,false
496843507,The Olive Branch,"169 Park Lane, London, N17 0HJ",51.602594,-0.0599533,pub,,1482,,2.9,6,£,,,1.2,3029,false
499350848,The Argyll Arms,"18 Argyll Street, London",51.5150632,-0.141263,pub,Mo-Sa 10:00-20:00; Su 12:00-18:00,70,,,,£,,,1.2,1553,true
501851083,The North Pole,"189-190 New North Road, London",51.53747,-0.091168,pub,Tu-Fr 16:00+; Sa-Su 12:00+,,,,,£,,,1.2,1500,true
512246937,The Sovereign of the Seas,"109-111 Queensway, Orpington, BR5 1DG",51.3893065,0.0720908,pub,,218,,,,£,,,1.2,1664,false
517569262,The Saddlers Arms,"Send Marsh Road, GU23 6JQ",51.2900774,-0.5095569,pub,,220,,,,£,,,1.2,1665,false
520017940,The Royal Hotel,,51.4828236,0.2311482,pub,,,,,,£,,,1.2,1500,false
520913454,The Antwerp Arms,"168-170 Church Road, London, N17 8AS",51.6018786,-0.0747509,pub,Tu-Th 16:00-23:00; Fr 14:00-00:00; Sa 12:00-00:00; Su 12:00-22:30,,,3.25,13,£,,,1.2,1950,true
521894618,The Williow Tree,,51.370384,-0.2497953,pub,Mo-Su 11:00-23:00,,,,,£,,,1.2,1500,true
529116490,The Ship,"499 High Road, London, N17 6QA",51.5933152,-0.0698235,pub,Mo-Sa 09:00-18:00; Su off,,,1.75,14,£,,,1.2,1050,true
529875654,Fox @ Excel,"2 Western Gateway, London, E16 1XL",51.5088147,0.0255735,pub,,,,,,£,,,1.2,1500,false
529912984,The Crown and Anchor,"19 Park Road, Bromley, BR1 3HJ",51.4077953,0.021055,pub,"Tu-Th,Su 12:00-23:00; Fr,Sa 12:00-23:30",,,,,£,,,1.2,1500,true
530221602,The Taps,,51.653092,-0.0803774,pub,,,,,,£,,,1.2,1500,false
534962782,The Sheaf,"21 Southwark Street, London, SE1 1TY",51.5048141,-0.0911485,pub,"Mo-Th 12:00-23:00; Fr,Sa 12:00-24:00; Su 12:00-22:30",,,3.4,71,£,,,1.2,2040,true
535099403,Railway Tavern,"129 Hale Lane, London, NW7 3SB",51.6166359,-0.2594853,pub,Mo-Th 11:30-23:00; Fr-Sa 11:30-25:00; Su 11:30-22:30,,,2.2,16,£,,,1.2,1320,true
537956105,The Builders Arms,,51.6507828,-0.1730982,pub,,223,,,,£,,,1.2,1667,false
538095703,The Black Lion,,51.3761759,0.3040356,pub,,,,,,£,,,1.2,1500,false
538095704,White Swan,,51.357184,0.294213,pub,,,,,,£,,,1.2,1500,false
538095707,Rising Sun,DA3 8NL,51.366628,0.275959,pub,,,,,,£,,,1.2,1500,false
539689482,Eastside,,51.4989739,-0.1720838,pub,,,,,,£,,,1.2,1500,false
540426530,The Swan,,51.5201894,-0.5037862,pub,,,,,,£,,,1.2,1500,false
544327272,The Turk's Head,,51.5320798,-0.455457,pub,,,,,,£,,,1.2,1500,false
547540206,The New Moon,"25-26 Kenton Road, Harrow, HA3 8DN",51.5872693,-0.304253,pub,"Mo-Th 10:00-00:00,Fr 10:00-01:00,Sa 09:00-01:00,Su 09:00-00:00",,,,,£,,,1.2,1500,true
550437192,The Fat Walrus,"44 Lewisham Way, London, SE14 6NP",51.4739677,-0.0341953,pub,We-Fr 16:00-23:00; Sa 12:00-23:00; Su 12:00-20:00,,,1.9,25,£,,,1.2,1140,true
559985361,The Old Justice,Farncombe Street,51.5001947,-0.0642294,pub,,,,,,£,,,1.2,1500,false
565470149,Royal George,"133 Charing Cross Road, London, WC2H 0EA",51.5151393,-0.130809,pub,"Mo-Su 23:00-23:59, 00:00-03:00",,,3.2,52,£,,,1.2,1920,true
566313869,Punch & Judy,,51.5118249,-0.1230419,pub,"Mo-Sa 10:00-20:00; Su,PH 10:00-19:00",,,,,£,,,1.2,1500,true
567052197,The New Inn,"62 St Marys Road, London, W5 5EX",51.5050789,-0.3057201,pub,Mo-Fr 08:30-17:00; Sa-Su 09:00-17:00; Fr-Sa 18:00-23:00,,,2.9,36,£,,,1.2,1740,true
568198493,Fox and Hounds,"29 Passmore Street, London, SW1W 8HR",51.4910922,-0.1549035,pub,,,,3.35,66,£,,,1.2,2010,false
573854610,The Henry Addington,"22-28 Mackenzie Walk, London, E14 4PH",51.5043058,-0.0225667,pub,Mo-Sa 12:00-23:00; Su 12:00-18:00,,,2.45,42,£,,,1.2,1470,true
587850226,Spit and Sawdust,"21 Bartholomew Street, London, SE1 4AL",51.4948102,-0.0887005,pub,,203,,2.5,4,£,,,1.2,1652,false
591974938,The Monument,"18 Fish Street Hill, London, EC3R 6DB",51.5100863,-0.0862828,pub,"Mo-We, Fr-Sa 11:00-23:00; Th 11:00-00:00; Su 12:00-19:00",,,,,£,,,1.2,1500,true
592037510,Clinks Bar,,51.5053968,-0.0952802,pub,,1820,,,,£,,,1.2,2865,false
593452626,The Ranelagh,,51.6087366,-0.1271943,pub,,,,,,£,,,1.2,1500,false
596495525,The Birchwood,"Grovebury Road, London, SE2 9BB",51.497791,0.1151296,pub,,976,,3.4,4,£,,,1.2,3036,false
596791858,South End Green Social,"154-156 Fleet Road, London",51.554133,-0.164588,pub,,,,,,£,,,1.2,1500,false
596791860,The Magdala,"2a South Hill Park, London, NW3 2SB",51.5555828,-0.1656213,pub,,,,3.75,24,£,,,1.2,2250,false
597238716,The Aspen Tree,,51.6003652,0.1772876,pub,,,,,,£,,,1.2,1500,false
597243177,The Alderman,,51.605323,0.2187224,pub,,,,,,£,,,1.2,1500,false
597262984,The Morris Dancer,,51.5992056,0.2303524,pub,,,,,,£,,,1.2,1500,false
598355051,The Victoria,"Axe Street, Barking, IG11 7LZ",51.535343,0.0796786,pub,,,,,,£,,,1.2,1500,false
599572738,Charlotte Despard,,51.5683619,-0.1366167,pub,,,,,,£,,,1.2,1500,false
601521583,The Tankard,"111 Kennington Road, London, SE11 6SF",51.4953279,-0.1106915,pub,,,,2.55,7,£,,,1.2,1530,false
601523012,The Ship,"171 Kennington Road, London, SE11 6SF",51.4931919,-0.1105588,pub,Mo-Th 15:00-23:00; Fr 15:00-00:00; Sa 11:30-00:00; Su 12:00-22:30,,,,,£,,,1.2,1500,true
603248300,White Horse,,51.3889404,-0.0908287,pub,,,,,,£,,,1.2,1500,false
605393006,The Gladstone,,51.4894265,-0.093757,pub,,,,,,£,,,1.2,1500,false
605393296,The Bell,,51.488455,-0.093289,pub,,,,,,£,,,1.2,1500,false
605393557,Good Intent,"24-26 East Street, London, SE17 2DN",51.487872,-0.094495,pub,,,,,,£,,,1.2,1500,false
611889351,Railway Tavern,"401 Southend Lane, London, SE26 5BH",51.4279898,-0.0332121,pub,,,,2.15,3,£,,,1.2,1290,false
615621429,Fox and Hounds,"66-68 Latchmere Road, London, SW11 2JU",51.4671126,-0.1628828,pub,"Mo-Th 17:00-23:00; Fr,Sa 12:00-23:00; Su 12:00-22:30",126,,3,32,£,,,1.2,1913,true
618596228,The Green Man,"144a Essex Road, London, N1 8LX",51.5395657,-0.09727,pub,,,,2.25,4,£,,,1.2,1350,false
618653525,Wetherspoons,London,51.495106,-0.1441475,pub,Mo-We 05:30-23:00; Th-Fr 05:30-24:00; Sa 05:30-00:30; Su 05:30-23:00,,,,,£,,,1.2,1500,true
622515303,Corbet Place,"15 Hanbury Street, London, E1 6QR",51.520691,-0.07375,pub,,,,,,£,,,1.2,1500,false
623428274,The Riverfront pub,,51.5072244,-0.1157002,pub,Mo-Th 10:00-23:00; Fr-Sa 10:00-24:00; Su 11:00-22:00,4210,,,,£,,,1.2,4658,false
630503145,Alice House,"283-285 West End Lane, London, NW6 1RD",51.5509213,-0.1916885,pub,,,,3.15,10,£,,,1.2,1890,false
631298788,Duke of Cornwall,,51.4905527,-0.2237557,pub,,,,,,£,,,1.2,1500,false
631298804,Distillers,,51.4893138,-0.223209,pub,,178,,,,£,,,1.2,1634,false
631298816,Old Suffolk Punch,,51.4887915,-0.2229529,pub,"Mo-Th 10:30-23:30; Fr 10:30-01:00, Sa 12:00-01:00, Su 12:00-22:30",,,,,£,,,1.2,1500,true
638573373,The Cock,"Shoreham Lane, TN14 7DD",51.3307042,0.1359497,pub,,,,,,£,,,1.2,1500,false
638573426,Rose and Crown,"Otford Lane, TN14 7EA",51.3293434,0.1361749,pub,,,,,,£,,,1.2,1500,false
638738965,The Manor Arms,"150 East India Dock Road, London, E14 0BP",51.5107112,-0.0191418,pub,,,,,,£,,,1.2,1500,false
638940780,The Rising Sun,"Twitton Lane, TN14 5JR",51.313611,0.1677084,pub,,,,,,£,,,1.2,1500,false
646585258,The Barrel Vault,"Unit 23 The Circle, Saint Pancras Station, London, N1C 4QP",51.5327455,-0.1262925,pub,"Mo-Th 07:00-00:00; Fr, Sa 07:00-01:00; Su 08:00-23:00",45400,,,,£,,,1.2,35550,false
647873586,The Dolphin Tavern,"44, London, WC1R 4PF",51.519968,-0.117691,pub,Mo-Fr 11:30-15:00,,,2.25,31,£,,,1.2,1350,true
651539992,The Tichenham Inn,"11 Swakeleys Road, Uxbridge, UB10 8DF",51.5644308,-0.4447813,pub,,223,,,,£,,,1.2,1667,false
656954583,Small Beer,"22 Tottenham Lane, London, N8 8PT",51.5802977,-0.1231212,pub,Mo-We 16:00-01:00; Th-Fr 16:00-02:00; Sa 12:00-02:00; Su 12:00-01:00,123,,3.1,9,£,,,1.2,1974,true
658958423,Yucatan Bar,"121 Stoke Newington Road, London, N16 8BT",51.55592,-0.0746704,pub,,,,3.6,19,£,,,1.2,2160,false
659512226,The Pavillion,"325 Kirkdale, London, SE26 4QB",51.4267585,-0.0549107,pub,Mo-Th 11:00-23:00; Fr-Sa 11:00-01:00; Su 11:00-22:30,157,,2.55,8,£,,,1.2,1650,true
663887781,The Jolly Sailor,"64 High Street, London, SE25 6EB",51.3992942,-0.0745606,pub,Mo-We 14:00-23:00; Th 14:00-00:00; Fr 13:00-00:00; Sa 12:00-00:00; Su 12:00-23:00,,,2.75,15,£,,,1.2,1650,true
663887799,The Albion,"26 High Street, London, SE25 6HA",51.3996517,-0.0745544,pub,,,,2.05,14,£,,,1.2,1230,false
666209570,Berneliu Uzeiga - Shepherds Inn,"16 Mary Rose Mall, London, E6 5LX",51.5143494,0.0571765,pub,Mo-Su 12:00-22:00,527,,1.55,7,£,,,1.2,1175,false
671436568,The Office,"15 Oldfields Circus, Northolt, UB5 4RR",51.5521446,-0.350405,pub,,,,,,£,,,1.2,1500,false
672510074,Abercorn Arms,Stanmore Hill,51.6210616,-0.3159056,pub,,,,,,£,,,1.2,1500,false
672835711,The Alfred Herring,"316-322 Green Lanes, London, N13 5TT",51.6193797,-0.1068029,pub,,525,,2.55,31,£,,,1.2,1932,false
675803384,The Golden Lion,,51.5063153,-0.1374883,pub,,,,,,£,,,1.2,1500,false
675808547,Davy's,"Crown Passage, London, SW1Y 6QY",51.5060459,-0.1380125,pub,Mo-Fr 12:00-22:00,615,,3.25,28,£,,,1.2,2550,false
675867856,The Red Lion,,51.5083234,-0.1364346,pub,,,,,,£,,,1.2,1500,false
675942580,Three Crowns,"Babmaes Street, London",51.5086113,-0.1351466,pub,,2174,,2.95,12,£,,,1.2,3694,false
676853367,The North Star,,51.5458914,-0.1782275,pub,,,,,,£,,,1.2,1500,false
677225981,O'Donnell's Bar,"399 Northolt Road, Harrow, HA2 8JE",51.5604007,-0.3581432,pub,,,,,,£,,,1.2,1500,false
679821063,Hawkins Forge,"110 Battersea Rise, London, SW11 1EJ",51.4606421,-0.1690263,pub,,,,2.1,23,£,,,1.2,1260,false
684522391,The Rising Sun,"120 Loampit Vale, London, SE13 7SN",51.4655611,-0.0183026,pub,,194,,3.4,20,£,,,1.2,2238,false
686784644,The Kenley Hotel,"62 Godstone Road, Kenley, CR8 5AA",51.3257979,-0.1008116,pub,,165,,,,£,,,1.2,1624,false
687158190,The Swimmer At The Grafton Arms,"13 Eburne Road, London, N7 6AR",51.5595085,-0.1194561,pub,Mo-Fr 17:00-23:00; Sa 12:00-23:00; Su 12:00-22:30,,,3.35,58,£,,,1.2,2010,true
689572058,The White Horse,"205 - 213 High Street, Beckenham, BR3 1AH",51.4066324,-0.0309764,pub,11:30-22:00,,,,,£,,,1.2,1500,true
689658582,The Wheatsheaf,"135 High Street, West Wickham, BR4 0LU",51.3769321,-0.0210828,pub,,,,,,£,,,1.2,1500,false
689658583,The Apple Tree,,51.3697407,-0.0307264,pub,,,,,,£,,,1.2,1500,false
691632516,Brewmaster,,51.5113231,-0.1281015,pub,"Mo-Fr 11:00-24:00; Sa,Su 10:00-24:00",112,,,,£,,,1.2,1584,true
691636621,Round Table,"26-27 St Martin's Court, London, WC2N 4AL",51.5109133,-0.1280618,pub,Mo-Su 11:30-22:00; Th-Sa 11:30-23:00,,,,,£,,,1.2,1500,true
692162535,Lamb Tavern,"10-12 Leadenhall Market, London, EC3V 1LR",51.5128384,-0.0832871,pub,Mo 11:30-20:00; Tu-Fr 11:30-22:30; Sa-Su 12:00-17:00,,,3.45,76,£,,,1.2,2070,true
701191952,The Waggon & Horses,,51.3717235,-0.4984943,pub,,,,,,£,,,1.2,1500,false
715509382,The Crayford Arms,"37 Crayford High Street, Dartford, DA1 4HH",51.4526941,0.1769785,pub,,,,,,£,,,1.2,1500,false
733975796,The New Crown,"80-84 Chase Side, London, N14 5PH",51.6333482,-0.1305923,pub,Mo-Sa 09:00-17:30; Su 11:00-17:00,,,2.2,9,£,,,1.2,1320,true
739464861,The Bell Inn,"4 Bell Road, East Molesey, KT8 0SS",51.3982037,-0.3541646,pub,,,,,,£,,,1.2,1500,false
739967562,The Walrus & The Carpenter,"45 Monument Street, London, EC3R 8BU",51.5095114,-0.0842105,pub,"Mo-Fr 11:30-15:00, 18:00-23:00",,,2.8,48,£,,,1.2,1680,true
763170888,General Havelock,,51.5598078,0.0765491,pub,Mo-Su 06:00-23:00,224,,,,£,,,1.2,1668,true
766996017,British Legion,,51.3830786,-0.3207803,pub,,607,,,,£,,,1.2,1955,false
790572009,The Three Fishes,"35 Green Street, Sunbury-on-Thames, TW16 6RE",51.4056891,-0.4135296,pub,,,,,,£,,,1.2,1500,false
796482320,Cock and Woolpack,"6 Finch Lane, London, EC3V 3NA",51.5137032,-0.0858011,pub,,,,3.55,41,£,,,1.2,2130,false
800705084,The Sun Inn,"7 Church Road, London, SW13 9HE",51.4734842,-0.2473424,pub,,,,2.15,118,£,,,1.2,1290,false
802966782,Furlong,"89 Colney Hatch Lane, London, N10 1LR",51.5997639,-0.1476478,pub,Mo-Sa 12:00-23:00,,,3.45,11,£,,,1.2,2070,true
812151434,Whelan's,"341 Oxgate Lane, London, NW2 7HS",51.5667671,-0.233309,pub,,,,3,4,£,,,1.2,1800,false
812415878,The Rocket,"Brewhouse Lane, London, SW15 2JQ",51.4655321,-0.2130828,pub,,,,,,£,,,1.2,1500,false
815398933,The Bill Murray,"39 Queen's Head Street, London, N1 8NQ",51.5362508,-0.0988191,pub,,,,3.6,106,£,,,1.2,2160,false
831456411,The Lord Southampton,,51.5497411,-0.156314,pub,,,,,,£,,,1.2,1500,false
833772427,The Dolphin,"47 Tonbridge Street, London, WC1H 9DW",51.5288971,-0.124761,pub,,,,,,£,,,1.2,1500,false
849138031,The Cavalier,,51.6297824,-0.1578989,pub,,,,,,£,,,1.2,1500,false
850211093,Manor Farm Barn,,51.4134316,0.3287632,pub,,415,,,,£,,,1.2,1811,false
851223228,Callaghan's,"Coram Street, London, WC1N 1HT",51.5240185,-0.1249796,pub,"Mo-Su,PH 00:00-23:59+",,,1.75,13,£,,,1.2,1050,true
851267854,The Britannia,"5 Brewer's Lane, Richmond, TW9 1HH",51.460913,-0.3050555,pub,Mo-Sa 09:00-17:00,,,,,£,,,1.2,1500,true
851802181,The Running Mare,"45 Tilt Road, Cobham, KT11 3EZ",51.3245577,-0.4014392,pub,"Mo-Su 11:00-23:00; Fr,Sa 11:00-24:00",,,,,£,,,1.2,1500,true
858431027,Duke of Wellington,"12-14 Toynbee Street, London, E1 7NE",51.517868,-0.07459,pub,,,,3,22,£,,,1.2,1800,false
862464724,The Crown,"153 Dovehouse Street, London",51.4902108,-0.1733776,pub,"Mo-Fr 12:00-15:00,17:00-22:00; Sa 12:00-21:00; Su 12:00-19:00",,,,,£,,,1.2,1500,true
867528389,Wheelwrights Arms,"60 Clarence Street, Kingston upon Thames, KT1 1NP",51.4106074,-0.3016953,pub,Mo-Sa 10:00-19:00; Su 11:00-19:00,9510,,,,£,,,1.2,8633,false
867529169,O'Neills,"3 Eden Street, Kingston upon Thames, KT1 1BQ",51.4092146,-0.3055864,pub,Mo-Sa 07:00-17:00; Su 08:00-17:00,469,,,,£,,,1.2,1852,true
